,price,carrier,start_date,end_date,total_stops,dep_time_outbound,dep_time_inbound,duration_outbound,duration_inbound,from,to,day_of_week,outbound_duration_minutes,inbound_duration_minutes,time_of_day_outbound,time_of_day_inbound,day_of_year,month_number,day_of_month,month_number_end,day_of_month_end
277477,1563,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,8:40 PM,22h 55m, 16h 35m,AMS,KUL,6,1375.0,995.0,Morning,Morning,182,6,30,7,7
277478,1563,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,8:40 PM,24h 25m, 16h 35m,AMS,KUL,6,1465.0,995.0,Morning,Morning,182,6,30,7,7
277479,1563,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,22h 55m, 15h 30m,AMS,KUL,6,1375.0,930.0,Morning,Morning,182,6,30,7,7
277480,1563,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,24h 25m, 15h 30m,AMS,KUL,6,1465.0,930.0,Morning,Morning,182,6,30,7,7
277481,1563,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,26h 30m, 15h 30m,AMS,KUL,6,1590.0,930.0,Morning,Morning,182,6,30,7,7
277482,1758,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,8:40 PM,17h 55m, 16h 35m,AMS,KUL,6,1075.0,995.0,Morning,Morning,182,6,30,7,7
277483,1758,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,17h 55m, 15h 30m,AMS,KUL,6,1075.0,930.0,Morning,Morning,182,6,30,7,7
277484,1791,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,8:40 PM,14h 50m, 16h 35m,AMS,KUL,6,890.0,995.0,Morning,Morning,182,6,30,7,7
277485,1791,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,8:40 PM,16h 15m, 16h 35m,AMS,KUL,6,975.0,995.0,Morning,Morning,182,6,30,7,7
277486,1791,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,14h 50m, 15h 30m,AMS,KUL,6,890.0,930.0,Morning,Morning,182,6,30,7,7
277487,1791,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,16h 15m, 15h 30m,AMS,KUL,6,975.0,930.0,Morning,Morning,182,6,30,7,7
277488,1791,Singapore Airlines,2024-06-30,2024-07-07,2,11:15 AM,9:45 PM,16h 55m, 15h 30m,AMS,KUL,6,1015.0,930.0,Morning,Morning,182,6,30,7,7
277489,1927,Korean Air,2024-06-30,2024-07-07,2,9:20 PM,11:10 PM,42h 30m, 25h 45m,AMS,KUL,6,2550.0,1545.0,Morning,Morning,182,6,30,7,7
277490,2377,Korean Air,2024-06-30,2024-07-07,2,9:20 PM,11:10 PM,37h 15m, 25h 45m,AMS,KUL,6,2235.0,1545.0,Morning,Morning,182,6,30,7,7
277491,2377,Korean Air,2024-06-30,2024-07-07,2,9:20 PM,11:30 PM,42h 30m, 25h 25m,AMS,KUL,6,2550.0,1525.0,Morning,Morning,182,6,30,7,7
277492,2827,Korean Air,2024-06-30,2024-07-07,2,9:20 PM,11:30 PM,37h 15m, 25h 25m,AMS,KUL,6,2235.0,1525.0,Morning,Morning,182,6,30,7,7
277493,2735,Saudia,2024-06-30,2024-07-07,2,3:55 PM,2:15 AM,18h 0m, 17h 20m,AMS,KUL,6,1080.0,1040.0,Early Morning,Early Morning,182,6,30,7,7
277494,2840,Saudia,2024-06-30,2024-07-07,2,3:55 PM,2:15 AM,42h 0m, 17h 20m,AMS,KUL,6,2520.0,1040.0,Early Morning,Early Morning,182,6,30,7,7
277495,813,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,22h 40m, 17h 0m,AMS,KUL,0,1360.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277496,813,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,0,1360.0,1410.0,Early Morning,Morning,183,7,1,7,8
277497,813,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,9:00 PM,22h 40m, 22h 55m,AMS,KUL,0,1360.0,1375.0,Early Morning,Morning,183,7,1,7,8
277498,849,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,17h 10m, 17h 0m,AMS,KUL,0,1030.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277499,849,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,17h 10m, 23h 30m,AMS,KUL,0,1030.0,1410.0,Early Morning,Morning,183,7,1,7,8
277500,849,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,9:00 PM,17h 10m, 22h 55m,AMS,KUL,0,1030.0,1375.0,Early Morning,Morning,183,7,1,7,8
277501,890,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,16h 25m, 17h 0m,AMS,KUL,0,985.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277502,890,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,0,985.0,1410.0,Early Morning,Morning,183,7,1,7,8
277503,890,Qatar Airways,2024-07-01,2024-07-08,2,4:15 PM,9:00 PM,16h 25m, 22h 55m,AMS,KUL,0,985.0,1375.0,Early Morning,Morning,183,7,1,7,8
277504,935,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,16h 25m, 15h 45m,AMS,KUL,0,985.0,945.0,Morning,Morning,183,7,1,7,8
277505,935,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,28h 20m, 15h 45m,AMS,KUL,0,1700.0,945.0,Morning,Morning,183,7,1,7,8
277506,935,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:35 PM,16h 25m, 27h 35m,AMS,KUL,0,985.0,1655.0,Morning,Morning,183,7,1,7,8
277507,935,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:35 PM,28h 20m, 27h 35m,AMS,KUL,0,1700.0,1655.0,Morning,Morning,183,7,1,7,8
277508,957,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,16h 25m, 39h 45m,AMS,KUL,0,985.0,2385.0,Morning,Morning,183,7,1,7,8
277509,957,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,28h 20m, 39h 45m,AMS,KUL,0,1700.0,2385.0,Morning,Morning,183,7,1,7,8
277510,957,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,40h 25m, 15h 45m,AMS,KUL,0,2425.0,945.0,Morning,Morning,183,7,1,7,8
277511,957,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:35 PM,40h 25m, 27h 35m,AMS,KUL,0,2425.0,1655.0,Morning,Morning,183,7,1,7,8
277512,1056,Etihad,2024-07-01,2024-07-08,2,9:45 PM,9:25 AM,40h 25m, 39h 45m,AMS,KUL,0,2425.0,2385.0,Morning,Morning,183,7,1,7,8
277513,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,8:45 AM,23h 30m, 19h 0m,AMS,KUL,0,1410.0,1140.0,Morning,Morning,183,7,1,7,8
277514,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,8:45 AM,23h 30m, 31h 0m,AMS,KUL,0,1410.0,1860.0,Morning,Morning,183,7,1,7,8
277515,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,11:05 PM,23h 30m, 16h 40m,AMS,KUL,0,1410.0,1000.0,Morning,Morning,183,7,1,7,8
277516,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,11:05 PM,23h 30m, 20h 5m,AMS,KUL,0,1410.0,1205.0,Morning,Morning,183,7,1,7,8
277517,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,11:05 PM,23h 30m, 23h 35m,AMS,KUL,0,1410.0,1415.0,Morning,Morning,183,7,1,7,8
277518,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:20 AM,11:05 PM,23h 30m, 28h 40m,AMS,KUL,0,1410.0,1720.0,Morning,Morning,183,7,1,7,8
277519,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,8:45 AM,20h 15m, 19h 0m,AMS,KUL,0,1215.0,1140.0,Early Morning,Morning,183,7,1,7,8
277520,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,8:45 AM,20h 15m, 31h 0m,AMS,KUL,0,1215.0,1860.0,Early Morning,Morning,183,7,1,7,8
277521,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,11:05 PM,20h 15m, 16h 40m,AMS,KUL,0,1215.0,1000.0,Early Morning,Morning,183,7,1,7,8
277522,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,11:05 PM,20h 15m, 20h 5m,AMS,KUL,0,1215.0,1205.0,Early Morning,Morning,183,7,1,7,8
277523,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,11:05 PM,20h 15m, 23h 35m,AMS,KUL,0,1215.0,1415.0,Early Morning,Morning,183,7,1,7,8
277524,937,Turkish Airlines,2024-07-01,2024-07-08,2,2:35 PM,11:05 PM,20h 15m, 28h 40m,AMS,KUL,0,1215.0,1720.0,Early Morning,Morning,183,7,1,7,8
277525,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,8:45 AM,16h 35m, 19h 0m,AMS,KUL,0,995.0,1140.0,Morning,Morning,183,7,1,7,8
277526,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,8:45 AM,16h 35m, 31h 0m,AMS,KUL,0,995.0,1860.0,Morning,Morning,183,7,1,7,8
277527,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,8:45 AM,30h 50m, 19h 0m,AMS,KUL,0,1850.0,1140.0,Morning,Morning,183,7,1,7,8
277528,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,16h 35m, 16h 40m,AMS,KUL,0,995.0,1000.0,Morning,Morning,183,7,1,7,8
277529,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,16h 35m, 20h 5m,AMS,KUL,0,995.0,1205.0,Morning,Morning,183,7,1,7,8
277530,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,16h 35m, 23h 35m,AMS,KUL,0,995.0,1415.0,Morning,Morning,183,7,1,7,8
277531,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,16h 35m, 28h 40m,AMS,KUL,0,995.0,1720.0,Morning,Morning,183,7,1,7,8
277532,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,30h 50m, 16h 40m,AMS,KUL,0,1850.0,1000.0,Morning,Morning,183,7,1,7,8
277533,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,30h 50m, 20h 5m,AMS,KUL,0,1850.0,1205.0,Morning,Morning,183,7,1,7,8
277534,937,Turkish Airlines,2024-07-01,2024-07-08,2,6:15 PM,11:05 PM,30h 50m, 23h 35m,AMS,KUL,0,1850.0,1415.0,Morning,Morning,183,7,1,7,8
277535,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:10 PM,8:45 AM,25h 55m, 19h 0m,AMS,KUL,0,1555.0,1140.0,Morning,Morning,183,7,1,7,8
277536,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:10 PM,8:45 AM,25h 55m, 31h 0m,AMS,KUL,0,1555.0,1860.0,Morning,Morning,183,7,1,7,8
277537,937,Turkish Airlines,2024-07-01,2024-07-08,2,11:10 PM,11:05 PM,25h 55m, 16h 40m,AMS,KUL,0,1555.0,1000.0,Morning,Morning,183,7,1,7,8
277538,977,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,17h 10m, 18h 5m,AMS,KUL,0,1030.0,1085.0,Early Morning,Morning,183,7,1,7,8
277540,977,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,17h 10m, 29h 15m,AMS,KUL,0,1030.0,1755.0,Early Morning,Morning,183,7,1,7,8
277542,997,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,17h 10m, 23h 30m,AMS,KUL,0,1030.0,1410.0,Early Morning,Morning,183,7,1,7,8
277545,1013,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,16h 25m, 18h 5m,AMS,KUL,0,985.0,1085.0,Early Morning,Morning,183,7,1,7,8
277547,1013,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,16h 25m, 29h 15m,AMS,KUL,0,985.0,1755.0,Early Morning,Morning,183,7,1,7,8
277549,1013,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,22h 40m, 18h 5m,AMS,KUL,0,1360.0,1085.0,Early Morning,Morning,183,7,1,7,8
277551,1013,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:50 AM,22h 40m, 29h 15m,AMS,KUL,0,1360.0,1755.0,Early Morning,Morning,183,7,1,7,8
277552,1033,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,0,985.0,1410.0,Early Morning,Morning,183,7,1,7,8
277555,1033,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,0,1360.0,1410.0,Early Morning,Morning,183,7,1,7,8
277558,1040,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,11:30 PM,17h 10m, 20h 35m,AMS,KUL,0,1030.0,1235.0,Early Morning,Morning,183,7,1,7,8
277560,1040,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,11:30 PM,17h 10m, 21h 20m,AMS,KUL,0,1030.0,1280.0,Early Morning,Morning,183,7,1,7,8
277562,1040,Malaysia Airlines,2024-07-01,2024-07-08,2,4:15 PM,11:30 PM,17h 10m, 23h 20m,AMS,KUL,0,1030.0,1400.0,Early Morning,Morning,183,7,1,7,8
277563,997,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,17h 10m, 23h 30m,AMS,KUL,0,1030.0,1410.0,Early Morning,Morning,183,7,1,7,8
277564,1033,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,16h 25m, 23h 30m,AMS,KUL,0,985.0,1410.0,Early Morning,Morning,183,7,1,7,8
277565,1033,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:25 PM,22h 40m, 23h 30m,AMS,KUL,0,1360.0,1410.0,Early Morning,Morning,183,7,1,7,8
277566,1047,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,17h 10m, 17h 0m,AMS,KUL,0,1030.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277567,1047,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:00 PM,17h 10m, 22h 55m,AMS,KUL,0,1030.0,1375.0,Early Morning,Morning,183,7,1,7,8
277568,1083,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,16h 25m, 17h 0m,AMS,KUL,0,985.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277569,1083,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,2:55 AM,22h 40m, 17h 0m,AMS,KUL,0,1360.0,1020.0,Early Morning,Early Morning,183,7,1,7,8
277570,1083,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:00 PM,16h 25m, 22h 55m,AMS,KUL,0,985.0,1375.0,Early Morning,Morning,183,7,1,7,8
277571,1434,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,8:45 AM,16h 25m, 19h 0m,AMS,KUL,0,985.0,1140.0,Early Morning,Morning,183,7,1,7,8
277572,1434,Multiple Airlines,2024-07-01,2024-07-08,2,6:15 PM,2:55 AM,16h 35m, 17h 0m,AMS,KUL,0,995.0,1020.0,Morning,Early Morning,183,7,1,7,8
277573,1434,Multiple Airlines,2024-07-01,2024-07-08,2,11:10 PM,2:55 AM,25h 55m, 17h 0m,AMS,KUL,0,1555.0,1020.0,Morning,Early Morning,183,7,1,7,8
277574,3335,Multiple Airlines,2024-07-01,2024-07-08,2,9:30 PM,8:55 PM,20h 20m, 28h 30m,AMS,KUL,0,1220.0,1710.0,Morning,Morning,183,7,1,7,8
277575,3335,Multiple Airlines,2024-07-01,2024-07-08,2,9:30 PM,8:55 PM,44h 20m, 28h 30m,AMS,KUL,0,2660.0,1710.0,Morning,Morning,183,7,1,7,8
277576,3389,Multiple Airlines,2024-07-01,2024-07-08,2,9:30 PM,8:55 PM,35h 10m, 28h 30m,AMS,KUL,0,2110.0,1710.0,Morning,Morning,183,7,1,7,8
277577,3419,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,5:45 PM,16h 25m, 31h 40m,AMS,KUL,0,985.0,1900.0,Early Morning,Morning,183,7,1,7,8
277579,3419,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:45 PM,16h 25m, 27h 40m,AMS,KUL,0,985.0,1660.0,Early Morning,Morning,183,7,1,7,8
277581,3419,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:45 PM,17h 10m, 27h 40m,AMS,KUL,0,1030.0,1660.0,Early Morning,Morning,183,7,1,7,8
277582,3419,Multiple Airlines,2024-07-01,2024-07-08,2,4:15 PM,9:45 PM,22h 40m, 27h 40m,AMS,KUL,0,1360.0,1660.0,Early Morning,Morning,183,7,1,7,8
277583,3503,Multiple Airlines,2024-07-01,2024-07-08,2,11:40 AM,5:45 PM,15h 0m, 31h 40m,AMS,KUL,0,900.0,1900.0,Morning,Morning,183,7,1,7,8
277584,3503,Multiple Airlines,2024-07-01,2024-07-08,2,11:40 AM,9:45 PM,15h 0m, 27h 40m,AMS,KUL,0,900.0,1660.0,Morning,Morning,183,7,1,7,8
277585,3503,Multiple Airlines,2024-07-01,2024-07-08,2,3:20 PM,9:45 PM,17h 5m, 27h 40m,AMS,KUL,0,1025.0,1660.0,Early Morning,Morning,183,7,1,7,8
277586,3503,Multiple Airlines,2024-07-01,2024-07-08,2,9:50 PM,9:45 PM,18h 0m, 27h 40m,AMS,KUL,0,1080.0,1660.0,Morning,Morning,183,7,1,7,8
277587,3590,Multiple Airlines,2024-07-01,2024-07-08,2,7:20 AM,5:45 PM,17h 55m, 31h 40m,AMS,KUL,0,1075.0,1900.0,Morning,Morning,183,7,1,7,8
277588,1083,China Eastern,2024-07-01,2024-07-08,2,12:20 PM,1:55 AM,20h 30m, 22h 35m,AMS,KUL,0,1230.0,1355.0,Afternoon,Early Morning,183,7,1,7,8
277589,1083,China Eastern,2024-07-01,2024-07-08,2,12:20 PM,1:55 AM,24h 35m, 22h 35m,AMS,KUL,0,1475.0,1355.0,Afternoon,Early Morning,183,7,1,7,8
277590,1345,China Eastern,2024-07-01,2024-07-08,2,12:20 PM,4:10 PM,44h 30m, 32h 55m,AMS,KUL,0,2670.0,1975.0,Afternoon,Early Morning,183,7,1,7,8
277591,1386,China Eastern,2024-07-01,2024-07-08,2,3:15 PM,4:10 PM,41h 35m, 32h 55m,AMS,KUL,0,2495.0,1975.0,Early Morning,Early Morning,183,7,1,7,8
277592,2181,China Eastern,2024-07-01,2024-07-08,2,12:20 PM,4:10 PM,20h 30m, 32h 55m,AMS,KUL,0,1230.0,1975.0,Afternoon,Early Morning,183,7,1,7,8
277593,1096,KLM,2024-07-01,2024-07-08,0,9:15 PM,11:45 PM,12h 20m, 12h 40m,AMS,KUL,0,740.0,760.0,Morning,Morning,183,7,1,7,8
277594,1126,KLM,2024-07-01,2024-07-08,1,9:15 PM,9:00 AM,12h 20m, 16h 15m,AMS,KUL,0,740.0,975.0,Morning,Morning,183,7,1,7,8
277595,1195,KLM,2024-07-01,2024-07-08,1,9:15 PM,4:10 PM,12h 20m, 21h 45m,AMS,KUL,0,740.0,1305.0,Morning,Early Morning,183,7,1,7,8
277596,1195,KLM,2024-07-01,2024-07-08,1,9:15 PM,5:00 PM,12h 20m, 20h 55m,AMS,KUL,0,740.0,1255.0,Morning,Morning,183,7,1,7,8
277597,1195,KLM,2024-07-01,2024-07-08,1,9:15 PM,7:10 PM,12h 20m, 18h 45m,AMS,KUL,0,740.0,1125.0,Morning,Morning,183,7,1,7,8
277598,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,7:50 AM,12h 20m, 30h 5m,AMS,KUL,0,740.0,1805.0,Morning,Morning,183,7,1,7,8
277599,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,9:05 AM,12h 20m, 28h 50m,AMS,KUL,0,740.0,1730.0,Morning,Morning,183,7,1,7,8
277600,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,10:10 AM,12h 20m, 27h 45m,AMS,KUL,0,740.0,1665.0,Morning,Morning,183,7,1,7,8
277601,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,11:45 AM,12h 20m, 26h 10m,AMS,KUL,0,740.0,1570.0,Morning,Morning,183,7,1,7,8
277602,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,1:25 PM,12h 20m, 24h 30m,AMS,KUL,0,740.0,1470.0,Morning,Early Morning,183,7,1,7,8
277603,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,2:20 PM,12h 20m, 23h 35m,AMS,KUL,0,740.0,1415.0,Morning,Early Morning,183,7,1,7,8
277604,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,4:10 PM,12h 20m, 21h 45m,AMS,KUL,0,740.0,1305.0,Morning,Early Morning,183,7,1,7,8
277605,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,5:00 PM,12h 20m, 20h 55m,AMS,KUL,0,740.0,1255.0,Morning,Morning,183,7,1,7,8
277606,1231,KLM,2024-07-01,2024-07-08,1,9:15 PM,7:10 PM,12h 20m, 18h 45m,AMS,KUL,0,740.0,1125.0,Morning,Morning,183,7,1,7,8
277607,1238,KLM,2024-07-01,2024-07-08,1,9:15 PM,6:50 PM,12h 20m, 20h 45m,AMS,KUL,0,740.0,1245.0,Morning,Morning,183,7,1,7,8
277608,1268,KLM,2024-07-01,2024-07-08,1,2:10 PM,11:45 PM,25h 5m, 12h 40m,AMS,KUL,0,1505.0,760.0,Early Morning,Morning,183,7,1,7,8
277609,1298,KLM,2024-07-01,2024-07-08,2,2:10 PM,9:00 AM,25h 5m, 16h 15m,AMS,KUL,0,1505.0,975.0,Early Morning,Morning,183,7,1,7,8
277610,1342,KLM,2024-07-01,2024-07-08,1,9:15 PM,5:45 PM,12h 20m, 31h 30m,AMS,KUL,0,740.0,1890.0,Morning,Morning,183,7,1,7,8
277611,1342,KLM,2024-07-01,2024-07-08,1,9:15 PM,9:45 PM,12h 20m, 27h 30m,AMS,KUL,0,740.0,1650.0,Morning,Morning,183,7,1,7,8
277612,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,8:50 AM,12h 20m, 29h 5m,AMS,KUL,0,740.0,1745.0,Morning,Morning,183,7,1,7,8
277613,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,8:55 AM,12h 20m, 29h 0m,AMS,KUL,0,740.0,1740.0,Morning,Morning,183,7,1,7,8
277614,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,10:25 AM,12h 20m, 27h 30m,AMS,KUL,0,740.0,1650.0,Morning,Morning,183,7,1,7,8
277615,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,11:00 AM,12h 20m, 26h 55m,AMS,KUL,0,740.0,1615.0,Morning,Morning,183,7,1,7,8
277616,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,2:30 PM,12h 20m, 23h 25m,AMS,KUL,0,740.0,1405.0,Morning,Early Morning,183,7,1,7,8
277617,1373,KLM,2024-07-01,2024-07-08,1,9:15 PM,2:40 PM,12h 20m, 23h 15m,AMS,KUL,0,740.0,1395.0,Morning,Early Morning,183,7,1,7,8
277618,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,15h 0m, 16h 35m,AMS,KUL,0,900.0,995.0,Morning,Early Morning,183,7,1,7,8
277619,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,15h 0m, 23h 20m,AMS,KUL,0,900.0,1400.0,Morning,Early Morning,183,7,1,7,8
277620,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,20h 45m, 16h 35m,AMS,KUL,0,1245.0,995.0,Morning,Early Morning,183,7,1,7,8
277621,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,20h 45m, 23h 20m,AMS,KUL,0,1245.0,1400.0,Morning,Early Morning,183,7,1,7,8
277622,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,28h 10m, 16h 35m,AMS,KUL,0,1690.0,995.0,Morning,Early Morning,183,7,1,7,8
277623,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,2:40 AM,28h 10m, 23h 20m,AMS,KUL,0,1690.0,1400.0,Morning,Early Morning,183,7,1,7,8
277624,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,10:15 AM,15h 0m, 15h 45m,AMS,KUL,0,900.0,945.0,Morning,Morning,183,7,1,7,8
277625,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,10:15 AM,15h 0m, 33h 0m,AMS,KUL,0,900.0,1980.0,Morning,Morning,183,7,1,7,8
277626,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,10:15 AM,20h 45m, 15h 45m,AMS,KUL,0,1245.0,945.0,Morning,Morning,183,7,1,7,8
277627,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,10:15 AM,28h 10m, 15h 45m,AMS,KUL,0,1690.0,945.0,Morning,Morning,183,7,1,7,8
277628,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,7:20 PM,15h 0m, 23h 55m,AMS,KUL,0,900.0,1435.0,Morning,Morning,183,7,1,7,8
277629,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,7:20 PM,15h 0m, 30h 40m,AMS,KUL,0,900.0,1840.0,Morning,Morning,183,7,1,7,8
277630,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,7:20 PM,20h 45m, 23h 55m,AMS,KUL,0,1245.0,1435.0,Morning,Morning,183,7,1,7,8
277631,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,7:20 PM,20h 45m, 30h 40m,AMS,KUL,0,1245.0,1840.0,Morning,Morning,183,7,1,7,8
277632,1100,Emirates,2024-07-01,2024-07-08,2,11:40 AM,7:20 PM,28h 10m, 23h 55m,AMS,KUL,0,1690.0,1435.0,Morning,Morning,183,7,1,7,8
277633,1100,Emirates,2024-07-01,2024-07-08,2,3:20 PM,2:40 AM,17h 5m, 16h 35m,AMS,KUL,0,1025.0,995.0,Early Morning,Early Morning,183,7,1,7,8
277634,1100,Emirates,2024-07-01,2024-07-08,2,3:20 PM,2:40 AM,17h 5m, 23h 20m,AMS,KUL,0,1025.0,1400.0,Early Morning,Early Morning,183,7,1,7,8
277635,1100,Emirates,2024-07-01,2024-07-08,2,3:20 PM,2:40 AM,24h 30m, 16h 35m,AMS,KUL,0,1470.0,995.0,Early Morning,Early Morning,183,7,1,7,8
277636,1100,Emirates,2024-07-01,2024-07-08,2,3:20 PM,2:40 AM,24h 30m, 23h 20m,AMS,KUL,0,1470.0,1400.0,Early Morning,Early Morning,183,7,1,7,8
277637,1100,Emirates,2024-07-01,2024-07-08,2,3:20 PM,10:15 AM,17h 5m, 15h 45m,AMS,KUL,0,1025.0,945.0,Early Morning,Morning,183,7,1,7,8
